22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;added_0;added_1;architect_0;architecture_0;area_0;caption_0;governingBody_0;latDegrees_0;latDirection_0;latMinutes_0;latSeconds_0;location_0;location_1;location_2;locmapin_0;longDegrees_0;longDirection_0;longMinutes_0;longSeconds_0;name_0;name_1;nrhpReferenceNumber_0;nrhpType_0;refnum_0;wgs84_pos#lat_0;wgs84_pos#long_0
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-01-26;1990-01-26;;Late 19th And Early 20th Century American Movements, Commercial Style;4046.564224;Front and side of the opera house;Private;39;N;0;8;Illinois;Palestine,_Illinois;123;Illinois;87;W;36;48;Fife Opera House;Fife Opera House;89002348;;89002348;39.00222222222222;-87.61333333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-01-07;1998-01-07;Edward_Hammatt;Tudor RevivalItalianateQueen Anne;;;Local,  Private;41;N;1;9;Ottumwa,_Iowa;Roughly bounded by Jefferson, E. 6th, Washington, and 4th Sts.Ottumwa, Iowa;;Iowa;92;W;24;26;Fifth Street Bluff Historic District;Fifth Street Bluff Historic District;97001606;hd;97001606;41.01916666666666;-92.40722222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1970-10-15;1970-10-15;Unknown;No Style Listed;;;Private;;;;;;;;South Carolina;;;;;Fig Island;Fig Island;70000585;nhl;70000585;32.5703;-80.2153
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-01-16;2004;;;;;;37;N;36;1;Fine_Creek_Mills,_Virginia;2425;Fine Creek Mills, Virginia 23139;Virginia;77;W;49;5;Fine Creek Mills Historic District;Fine Creek Mills Historic District;3001440;;3001440;37.60027777777778;-77.81805555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-07-27;1984-07-27;;Mission/Spanish Revival;;;Private;41;N;32;18;Davenport,_Iowa;310;;Iowa;90;W;34;13;Finley Guy Building;Finley Guy Building;84001426;;84001426;41.538333333333334;-90.57027777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-03-17;2009-03-17;Earl T. Heitschmidt;International_style_(architecture);;Fire Station No. 14, June 2011;City of Los Angeles;34;N;0;45;South_Los_Angeles;South_Los_Angeles,_California;3401;Los Angeles;118;W;15;24;Fire Station No. 14;Fire Station No. 14;09000147;;9000147;34.01256111111111;-118.25667222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-03-17;2009-03-17;James Backus, Superintendent of Building, City of Los Angeles;Prairie_School;;File:Fire Station No. 30, June 2011;City of Los Angeles;34;N;1;41;South_Los_Angeles;South_Los_Angeles,_California;1401;Los Angeles;118;W;14;50;Fire Station No. 30–Engine Company No. 30;Fire Station No. 30–Engine Company No. 30;09000148;;9000148;34.02812222222222;-118.24717222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-03-08;1984-03-08;;;;;;25;N;45;51;Florida;Miami;Miami,_Florida;Florida;80;W;11;36;Fire Station No. 4;Fire Station No. 4;84000836;;84000836;25.764166666666668;-80.19333333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1998-09-28;1998-09-28;;;;;;;;;;Florida;Santa_Rosa_County,_Florida;Florida;;;;;;First American Road in Florida;First American Road in Florida;98001168;;98001168;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-05-16;2000-05-16;Harry_Weese;Modern;;First Baptist Church, Columbus, Indiana;Private;39;N;14;1;Columbus,_Indiana;3300;;Indiana;85;W;52;20;First Baptist Church;First Baptist Church;00000707;nhl;707;39.23361111111111;-85.87222222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-08-31;1990-08-31;;Neoclassicism;;;Private;27;N;54;2;Florida;Lake_Wales,_Florida;Florida;Florida;81;W;35;1;First Baptist Church;First Baptist Church;90001275;;90001275;27.900555555555556;-81.58361111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-03-12;2008-03-12;Harry_Wild_Jones;Gothic_Revival_architecture;;First Baptist Church;;;;;;Osceola,_Wisconsin;Osceola,_Wisconsin;2013;;;;;;First Baptist Church;First Baptist Church;08000201;;8000201;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-04-24;1973-04-24;Benjamin_S._Deane;Greek_Revival_architecture;40060.9858176;;Private;44;N;18;16;Sedgwick,_Maine;Off ME 172, Sedgwick, Maine;;Maine;68;W;36;52;First Baptist Church;First Baptist Church;73000109;nrhp;73000109;44.30444444444444;-68.61444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-07-07;1983-07-07;;Romanesque Revival;;;Private;41;N;31;25;Davenport,_Iowa;Davenport,_Iowa;2202;Iowa;90;W;36;41;First Bible Missionary Church;First Bible Missionary Church;83002515;;83002515;41.52361111111111;-90.61138888888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-11-13;2004-11-13;;No Style Listed;;First Burial Ground;Local;42;N;28;54;Woburn,_Massachusetts;Woburn,_Massachusetts;;Massachusetts;71;W;9;11;First Burial Ground;First Burial Ground;04001222;;4001222;42.48166666666667;-71.15305555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1970-04-28;1970-04-28;;;;1903;;;;;;N of Belmont off U.S. 151;;;;;;;;First Capitol;First Capitol;70000036;;70000036;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-01-03;2001-01-03;Eliel_Saarinen;International Modern;16186.256896;Streetside view of the church;Private;39;N;12;11;Columbus,_Indiana;531;;Indiana;85;W;55;8;First Christian Church;First Christian Church;01000067;nhl;1000067;39.20305555555556;-85.91888888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-04-14;1994-04-14;;;;;;30;N;25;17;Florida;Pensacola,_Florida;Florida;Florida;87;W;12;33;First Christian Church;First Christian Church;94000350;;94000350;30.421388888888888;-87.20916666666666
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2003-02-20;2003-02-20;;;;First Church of Christ Scientist, now the Palladium at St. Petersburg College, in 2008;;;;;;St._Petersburg,_Florida;253;;Florida;;;;;First Church of Christ, Scientist;First Church of Christ, Scientist;;cp;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1975-01-21;1975-01-21;;American_Craftsman;;;;25;N;43;19;Florida;Miami;Miami,_Florida;Florida;80;W;14;55;First Coconut Grove School;First Coconut Grove School;75000547;;75000547;25.721944444444446;-80.24861111111112
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-03-09;1990-03-09;;Greek Revival;1213.9692672;;Private;43;N;27;17;Alton,_New_Hampshire;United_States;Church St, W of Main St., Alton, New Hampshire, USA;New Hampshire;71;W;13;20;First Congregational Church;First Congregational Church;90000386;;90000386;43.45472222222222;-71.22222222222223
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1976-11-21;1976-11-21;C.A. Dunham, William Salter;Gothic Revival;;;Private;40;N;48;38;Burlington,_Iowa;313;;Iowa;91;W;6;15;First Congregational Church;First Congregational Church;76000763;;76000763;40.81055555555555;-91.10416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-06-06;1991-06-06;Griffin,Tristram;Romanesque;less than one acre;First Congregational Church, November 2010;Private;44;N;50;57;Malone_(village),_New_York;2;;New York;74;W;17;19;First Congregational Church;First Congregational Church;91000627;;91000627;44.84916666666667;-74.28861111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2010-11-10;2010-11-10;;;;;Private;44;N;45;2;Madrid,_New_York;6;;New York;75;W;7;53;First Congregational Church of Madrid;First Congregational Church of Madrid;10000914;;10000914;44.75055555555556;-75.13138888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-08-08;2006-08-08;;Late Gothic Revival, Prairie School;6474.5027584;;Private;41;N;48;53;Western_Springs,_Illinois;1106;;Illinois;87;W;54;11;First Congregational Church of Western Springs;First Congregational Church of Western Springs;06000673;;6000673;41.81472222222222;-87.90305555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1997-08-29;1997-08-29;;;;;State;48;N;30;39;Junction of 2nd St. and Madison;;;Montana;110;W;57;44;First Episcopal Methodist Church of Chester;First Episcopal Methodist Church of Chester;97000974;;97000974;48.51083333333333;-110.96222222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1972-02-23;1972-02-23;;;;;;;;;;Watertown,_Wisconsin;Watertown,_Wisconsin;919;;;;;;First Kindergarten;First Kindergarten;72000055;;72000055;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-01-31;2001-01-31;;;;The main entrance of the First Ladies National Historic Site.;First_Ladies_National_Historic_Site;40;N;47;48;Canton,_Ohio;205;;Ohio;81;W;22;31;First Ladies National Historic Site;First Ladies National Historic Site;01000286;nhs;1000286;40.79666666666667;-81.37527777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-03-29;1983-03-29;Peters,Burns, & Pretzinger;Late Gothic Revival;;;Private;39;N;45;41;Dayton,_Ohio;Dayton,_Ohio;;Ohio;84;W;11;45;First Lutheran Church;First Lutheran Church;83002011;;83002011;39.76138888888889;-84.19583333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2007-07-18;2007-07-18;;;;;Private;28;N;40;20;Florida;Oviedo,_Florida;Florida;;81;W;12;48;First Methodist Church of Oviedo;First Methodist Church of Oviedo;07000743;;7000743;28.67222222222222;-81.21333333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-09-13;1990-09-13;;Gothic_Revival_architecture;;;Private;27;N;46;31;Florida;St._Petersburg,_Florida;Florida;Florida;82;W;38;15;First Methodist Church of St. Petersburg;First Methodist Church of St. Petersburg;90001433;;90001433;27.775277777777777;-82.6375
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-12-27;1996-12-27;unknown: Builder: Corydon E. Nourse;American_Craftsman;;;;27;N;46;8;Fellsmere,_Florida;Florida;Fellsmere,_Florida;Florida;80;W;36;4;First Methodist Episcopal Church;First Methodist Episcopal Church;96001521;;96001521;27.76888888888889;-80.60111111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-09-28;2006-09-28;"Fay, Jay; Dryer, Otis W.";Late Gothic Revival;;First Methodist Episcopal Church of Perry, July 2011;Private;42;N;43;10;Perry_(village),_New_York;35;;New York;78;W;0;18;First Methodist Episcopal Church of Perry;First Methodist Episcopal Church of Perry;06000880;;6000880;42.71944444444444;-78.005
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1977-12-16;1977-12-16;;;;First Parish Church, on historic Church Green;private;41;N;54;4;Church_Green_(Taunton,_Massachusetts);Taunton,_Massachusetts;Church_Green_(Taunton,_Massachusetts);;71;W;5;18;First Parish Church;First Parish Church;;cp;;41.90111111111111;-71.08833333333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1983-07-07;1983-07-07;Clausen_&_Burrows;Romanesque_architecture;;;Private;41;N;32;11;Davenport,_Iowa;316;;Iowa;90;W;34;12;First Presbyterian Church;First Presbyterian Church;83002431;;83002431;41.53638888888889;-90.57
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-07-10;2008-07-10;;;;;Private;;;;;Florida;New_Smyrna_Beach,_Florida;Florida;Volusia County;;;;;First Presbyterian Church Archeological Site;First Presbyterian Church Archeological Site;08000635;;8000635;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-12-04;1996-12-04;;;;First Presbyterian Church Cemetery, with the church in the background;Private;;;;;Knoxville,_Tennessee;Knoxville,_Tennessee;Adjacent to 620 State St.;;;;;;First Presbyterian Church Cemetery;First Presbyterian Church Cemetery;96001400;;96001400;35.9643;-83.9161
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-05-02;2008-05-02;Freeman, Jonathan;Greek Revival, Classical Revival;21042.1339648;;Private;;;;;Woodbridge,_New_Jersey;Woodbridge_Township,_New_Jersey;600;New Jersey;;;;;First Presbyterian Church and Cemetery;First Presbyterian Church and Cemetery;08000363;;8000363;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-01-14;2004-01-14;;Greek Revival;less than one acre;First Presbyterian Church of Tuscarora, April 2011;Private;42;N;38;3;Groveland,_New_York;8082;;New York;77;W;52;12;First Presbyterian Church of Tuscarora;First Presbyterian Church of Tuscarora;03001400;;3001400;42.634166666666665;-77.87
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1997-08-29;1997-08-29;;;;;State;48;N;30;47;1.0;;;Montana;110;W;57;52;First State Bank of Chester;First State Bank of Chester;97000975;;97000975;48.51305555555555;-110.96444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2007-01-25;2007-01-25;Kirkpatrick and Cannon;Classical Revival;;First Unitarian Universalist Church of Niagara, June 2009;Private;43;N;5;44;Niagara_Falls,_New_York;639;;New York;79;W;3;24;First Unitarian Universalist Church of Niagara;First Unitarian Universalist Church of Niagara;06001301;;6001301;43.095555555555556;-79.05666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-01-03;1994-01-03;;Gothic_Revival_architecture;;;;28;N;17;22;Florida;Kissimmee,_Florida;Florida;Florida;81;W;24;24;First United Methodist Church;First United Methodist Church;93001457;;93001457;28.289444444444445;-81.40666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-03-03;1980-03-03;Samuel_Hannaford;Romanesque_architecture;;;Private;39;N;7;40;Cincinnati;Cincinnati,_Ohio;Ohio;Ohio;84;W;29;54;First Universalist Church;First Universalist Church;80003055;;80003055;39.127830555555555;-84.49820833333334
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-07-28;1988-07-28;Longfellow,_Alden_&_Harlow;Greek_Revival_architecture;;;;40;N;26;17;Downtown_Pittsburgh;Pittsburgh;Pittsburgh,_Pennsylvania;Pennsylvania;80;W;0;11;Firstside Historic District;Firstside Historic District;88001215;hd;88001215;40.43805555555556;-80.00305555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1989-07-05;1989-07-05;Unknown;Colonial Revival, Queen Anne, Shingle Style;;Grassmere Street;Private;42;N;27;5;Winchester,_Massachusetts;Winchester,_Massachusetts;;Massachusetts;71;W;8;38;Firth–Glengarry Historic District;Firth–Glengarry Historic District;89000662;hd;89000662;42.451388888888886;-71.1438888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-04-10;1980-04-10;;;less than one acre;;Private;39;N;45;49;Londonderry_Township,_Bedford_County,_Pennsylvania;North of Stringtown off Legislative Route 05007, Londonderry Township, Pennsylvania;;Pennsylvania;78;W;45;6;Fischtner Covered Bridge;Fischtner Covered Bridge;80003422;;80003422;39.76361111111111;-78.75166666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1988-07-25;1988-07-25;;;;;;;;;;;;;;;;;;Fish Farm Mound Group;Fish Farm Mound Group;88001131;;88001131;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1972-06-13;1972-06-13;;;;;;;;;;Florida;St._Johns_County,_Florida;Florida;;;;;;Fish Island Site;Fish Island Site;72001460;;72001460;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-10-14;1980-10-14;Albert_Kahn_(architect);Art_Deco;45242.94435264;;Private;42;N;22;10;Detroit;Michigan;United_States;;83;W;4;37;Fisher Building;Fisher Building;07000847;National_Hockey_League;7000847;42.369305555555556;-83.07694444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1985-10-17;1985-10-17;Frederick_Law_Olmsted;Late 19th And 20th Century Revivals, Late Victorian;;corner of Dean and Fisher Streets;Local;42;N;19;52;Brookline,_Massachusetts;Roughly bounded by Clinton and Sumner Rds., Boylston St. and Chestnut Hill Ave., Brookline, Massachusetts;;Massachusetts;71;W;8;29;Fisher Hill Historic District;Fisher Hill Historic District;85003266;hd;85003266;42.33111111111111;-71.14138888888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-11-15;1982-11-15;;;7283.8156032;Overview of the site;Private;39;N;57;36;Greene_County,_Pennsylvania;Pennsylvania;Richhill_Township,_Greene_County,_Pennsylvania;Pennsylvania;80;W;28;0;Fisher Site;Fisher Site (36GR21);82001536;;82001536;39.96;-80.46666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-02-16;1996-02-16;;Late 19th And 20th Century Revivals;;;Local;42;N;10;37;Grafton,_Massachusetts;Grafton,_Massachusetts;;Massachusetts;71;W;41;40;Fisherville Historic District;Fisherville Historic District;96000056;hd;96000056;42.176944444444445;-71.69444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1980-12-05;1980-12-05;Unknown;Greek Revival;;;Private;;;;;;;;Rhode Island;;;;;Fisherville Historic and Archeological District;Fisherville Historic and Archeological District;80000017;hd;80000017;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-03-20;1973-03-20;;Greek_Revival_architecture;728381.56032;Historic buildings along Main Street  in the village of Fishkill;"Private businesses and residences; village of Fishkill";41;N;32;8;Fishkill,_New_York;New_York;Roughly along NY 52 from Cary St. to Hopewell St., Fishkill, NY;New York;73;W;54;9;Fishkill Village District;Fishkill Village District;73001181;hd;73001181;41.535555555555554;-73.9025
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1978-02-09;;;;;;;;;;;Nashville,_Tennessee;;;;;;;;Fisk University Historic District;;78002579;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2003-10-03;2003-10-03;Henry_M._Francis;Classical_Revival_architecture;;;Private;42;N;35;4;Fitchburg,_Massachusetts;Fitchburg,_Massachusetts;;Massachusetts;71;W;48;10;Fitchburg Historical Society;Fitchburg Historical Society;03000992;;3000992;42.58444444444444;-71.80277777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-02-08;1978;;Greek_Revival_architecture;;;Private;39;N;25;3;;;;Ohio;84;W;28;32;Fitz Randolph-Rogers House;Fitz Randolph-Rogers House;78002014;;78002014;39.417386111111114;-84.47553888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2002-03-13;;;;182500.0465024;;;;;;;;;;;;;;;Five Channels Dam;Five Channels Dam Archeological District;01001016;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-01-07;1993-01-07;Unknown;Greek Revival, Other, Federal;;The Store at Five Corners;Local;42;N;39;35;Williamstown,_Massachusetts;Williamstown,_Massachusetts;;Massachusetts;73;W;14;33;Five Corners Historic District;Five Corners Historic District;92001717;hd;92001717;42.65972222222222;-73.2425
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1966-10-15;1966-10-15;;;4916575.53216;;Private;37;N;8;29;Dinwiddie_County,_Virginia;Virginia;Dinwiddie_County,_Virginia;Virginia;77;W;36;48;Five Forks Battlefield;Five Forks Battlefield;66000830;nhl;66000830;37.14138888888889;-77.61333333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-09-23;2009-09-23;;;;;;41;N;4;13;Norwalk,_Connecticut;Rowayton Ave. to Jo's Barn Way, Norwalk, Connecticut;;Connecticut;73;W;26;35;Five Mile River Landing Historic District;Five Mile River Landing Historic District;08001189;;8001189;41.07026944444444;-73.44300555555556
