22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;22-rdf-syntax-ns#type_6;22-rdf-syntax-ns#type_7;alias_0;birthDate_0;birthDate_1;birthPlace_0;birthPlace_1;birthPlace_2;birthPlace_3;country_0;country_1;dateOfBirth_0;description_0;ethnicity_0;ethnicity_1;eyeColor_0;gender_0;givenName_0;hairColor_0;id_0;id_1;name_0;name_1;name_2;name_3;numberOfFilms_0;occupation_0;placeOfBirth_0;placeOfBirth_1;shortDescription_0;surname_0;weight_0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-10-06;1984-10-06;China;Heilongjiang;China;Heilongjiang;China;People's_Republic_of_China;1984-10-06;Actor;;;;;Hans;;;;Hans Zhang;Zhang, Hans;Hans Zhang;Zhāng Hàn;;Actor, singer, host;China;Heilongjiang;Actor;Zhang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1978-11-01;1978-11-01;China;Jilin;China;Jilin;China;People's_Republic_of_China;1978-11-01;;;;;;Lei;;;;Hao Lei;Hao, Lei;Hao Lei;Lei Hao;;Actor;China;Jilin;;Hao;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Harmony, Harmony Rose, Bethany, Harmony Starr;1983-10-12;1983-10-12;Miami;Miami,_Florida;United_States;Miami;;;12;American pornographic actor;White_people;Whites;Blue;;Harmony;Blonde;;;Rose, Harmony;Harmony Rose;;;386;;Miami;Miami,_Florida;American pornographic actor;Rose;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Harry Reams, Harry Reemes, Bruce Gilchrist, Charles Lamont, Tim Long, Ned Reems, Herb Streecher, Herbert Streicher, Herb Streicher, Herb Stryker, Bob Walters;1947-08-27;1947-08-27;Bronx,_New_York;The_Bronx;Bronx,_New_York;The_Bronx;;;1947-08-27;Actor and United States Marine;;;Brown;male;Harry;Brown;1053;;Harry Reems;Reems, Harry;Harry Reems;;;;Bronx,_New_York;The_Bronx;Actor and United States Marine;Reems;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1945-08-29;1945-08-29;Essen;Essen,_Germany;Essen;Germany;;;1945-08-29;Porn actor;;;;;Harry S.;;;;Harry S. Morgan;Morgan, Harry S.;Harry S. Morgan;;149;;Essen;Essen,_Germany;Porn actor;Morgan;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1979-07-21;;Japan;Tokyo;;;;;;;Japanese_people;Japanese_people;;;;;;;Haruki Mizuno;Haruki Mizuno;;;;;;;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-07-28;;Chiba_Prefecture;Japan;Chiba_Prefecture;Japan;;;1980;;Japanese_people;Japanese_people;Brown;;Harumi;Black;;;Harumi Nemoto;Nemoto, Harumi;Harumi Nemoto;;;;Chiba_Prefecture;Japan;;Nemoto;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1988-11-08;1988-11-08;Japan;Mihama,_Aichi;Japan;Mihama,_Aichi;;;1988-11-08;;Japanese_people;Japanese_people;Brown;;Hana;Black;;;Hana Haruna;Haruna, Hana;春菜 はな;Hana Haruna;;;Japan;Mihama,_Aichi;;Haruna;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;28;;Salford, North West England;;;;;;1956;;;;;;Harvey;;;;Harvey Jacobson;Jacobson, Harvey;Harvey Jacobson;;;;Salford, North West England;;;Jacobson;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1983-04-23;1983-04-23;Essex;Essex, England;;;;;23;;;;Green/Blue;;Hayley-Marie;Blonde;;;Coppin, Hayley-Marie;Hayley-Marie Coppin;Hayley-Marie Coppin;;;;Essex, England;;;Coppin;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;;;;;;;American pornographic film actor, adult model;;;;male;Hazel;;HazelTucker;;Hazel Tucker;Tucker, Hazel;Hazel Tucker;;;;;;American pornographic film actor, adult model;Tucker;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1975-12-02;1975-12-02;Chaozhou;Guangdong;Chaozhou;Guangdong;China;People's_Republic_of_China;2;;;;;;Meitian;;;;He Meitian;He, Meitian;He Meitian;Ho4 Mei5 Tin4;;Actress;Chaozhou;Guangdong;;He;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1963;;Daishan_County;Zhejiang;Daishan_County;Zhejiang;China;People's_Republic_of_China;1963;;;;;;Saifei;;372078;;He Saifei;He, Saifei;He Saifei;Hé Sàifēi;;Actress;Daishan_County;Zhejiang;;He;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1988-11-26;1988-11-26;China;Hangzhou;People's_Republic_of_China;Zhejiang;China;People's_Republic_of_China;1988-11-26;;;;;;Zhuoyan;;;;He Zhuoyan;He, Zhuoyan;He Zhuoyan;Ho4 Doek3 Jin4;;Actress, singer;China;Hangzhou;;He;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Paris Gables, Heather G.;1983-03-06;1983-03-06;California;USA;United_States;California;;;1983-03-06;American pornographic actor;Caucasian;;Blue;female;Heather;Blonde;31407;HeatherGables;Gables, Heather;Heather Gables;Heather Gables;;155;;California;USA;American pornographic actor;Gables;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Double H;1969-10-01;1969-10-01;New_York;The_Bronx;United_States;New_York;;;1969-10-01;American pornographic actor;;;Brown;female;Heather;Brunette;218;HHunter;Heather Hunter;Hunter, Heather;Heather Hunter;;72;;New_York;The_Bronx;American pornographic actor;Hunter;44.9064
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Heather Vuur;1981-09-06;1981-09-06;Hollywood;Hollywood,_Los_Angeles,_California;Hollywood, California, United States;;;;1981-09-06;American pornographic actor;Dutch_(ethnic_group);Dutch_people;Hazel;female;Heather;Blonde;43632;HeatherVuur;Heather Vandeven;Vandeven, Heather;Heather Vandeven;;12;;Hollywood, California, United States;;American pornographic actor;Vandeven;52.164
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Tian Xi Bi, 田喜碧;1983-03-30;1983-03-30;Hsinchu;Taiwan;Hsinchu;Taiwan;China;People's_Republic_of_China;1983-03-30;;;;;;Hebe;;;;Hebe Tien Fu-Chen;Tien, Hebe;Hebe Tien Fu-Chen;Hebe Tien;;Actor;Hsinchu;Taiwan;;Tien;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1981-03-11;1981-03-11;Southern_California;California;San_Bernadino;San_Bernardino,_California;;;1981-03-11;;;;;female;Heidi;;;;Cortez, Heidi;Heidi Cortez;Heidi Cortez;;;;Southern_California;;;Cortez;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Hedi Mayne, Heidi;1979-09-27;1979-09-27;Cherry_Hill,_New_Jersey;United_States;Cherry_Hill,_New_Jersey;United_States;;;1979-09-27;American pornographic actor;Caucasian;;;female;Heidi;Blonde;44899;HeidiMayne;Heidi Mayne;Mayne, Heidi;Heidi Mayne;;93;;Cherry_Hill,_New_Jersey;United_States;American pornographic actor;Mayne;60.7824
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Helena Duval;1965-09-19;1965-09-19;Edam,_Netherlands;Edam,_North_Holland;Edam,_Netherlands;Edam,_North_Holland;;;19;;Dutch_people;Dutch_people;Brown;female;Helen;Blonde;HDuval;;Duval, Helen;Helen Duval;Helen Duval;;55;;Edam,_Netherlands;Edam,_North_Holland;;Duval;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;昌哥;;;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1949;;;;;;Henry;;;;Henry Lee Shing-cheung;Lee, Henry;Henry Lee Shing-cheung;Henry Lee;;TVB;Hong_Kong;;;Lee;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1927-07-27;1927-07-27;Republic_of_China;Shanghai;Taiwan;Republic_of_China;China;People's_Republic_of_China;1927-07-27;;;;;;Henry;;642912;;Henry O;O, Henry;Henry O;Ōu Hēnglì;;Actor;Republic_of_China;Shanghai;;O;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1964-01-14;1964-01-14;Finland;Pori;Finland;Pori;;;14;;;;;male;Henry;;754340;;Henry Saari;Saari, Henry;Henry Saari;;;;Finland;Pori;;Saari;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1952-02-25;1952-02-25;Singapore;Singapore;;;China;People's_Republic_of_China;25;Singaporean actor;;;;;Henry;;857726;;Henry Thia;Thia, Henry;Chéng Xùhuī;Henry Thia;;Actor;Singapore;;Singaporean actor;Thia;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1952-11-25;;New_York,_New_York;New_York_City;United_States;New_York,_New_York;;;1952;American pornographic actor;Caucasian;;;male;Herschel;Brown, Salt and Pepper;1908;;Herschel Savage;Savage, Herschel;Herschel Savage;;;;New_York,_New_York;New_York_City;American pornographic actor;Savage;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1986-03-07;1986-03-07;Japan;Kanagawa_Prefecture;Japan;Kanagawa_Prefecture;;;1986-03-07;;Japanese_people;Japanese_people;Brown;female;Hikari;Brown;;;Hikari Hino;Hino, Hikari;Hikari Hino;;;;Japan;Kanagawa_Prefecture;;Hino;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1979-10-18;1979-10-18;Japan;Tokyo;Japan;Tokyo;;;1979-10-18;;Japanese_people;Japanese_people;Brown;female;Hikaru;Brown;;;Hikaru Kawamura;Kawamura, Hikaru;Hikaru Kawamura;;;;Japan;Tokyo;;Kawamura;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1985-03-13;1985-03-13;Japan;Osaka;Japan;Osaka;;;13;;Japanese_people;Japanese_people;Dark Brown;female;Hikaru;Dark Brown;;;Hikaru Koto;Koto, Hikaru;Hikaru Koto;;;;Japan;Osaka;;Koto;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1983-02-03;1983-02-03;Naperville,_Illinois;Naperville, Illinois, U.S.;;;;;1983-02-03;American pornographic actor;;;Brown;female;Hillary;Varies;34463;HillaryScott;Hillary Scott;Scott, Hillary;Hillary Scott;;511;;Naperville, Illinois, U.S.A.;;American pornographic actor;Scott;43.092
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-08-28;1984-08-28;;;;;China;People's_Republic_of_China;28;;;;;;Him;;;;Him Law;Law, Him;Him Law;Lo4 Zung6 Him1;;Actor;;;;Law;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1985-03-25;1985-03-25;Japan;Osaka;Japan;Osaka;;;1985-03-25;;Japanese_people;Japanese_people;Brown;female;Hime;Brown;;;Hime Tsukino;Tsukino, Hime;Hime Tsukino;;;;Japan;Osaka;;Tsukino;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Hiroron;1984-08-31;1984-08-31;Japan;Kochi;Japan;Kochi;;;1984-08-31;;Japanese_people;Japanese_people;;;;;;;Hiromi Matsuura;Matsuura Hiromi;Hiromi Matsuura;Matsuura Hiromi;16;;Japan;Kochi;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1982-06-28;1982-06-28;Japan;Kanagawa_Prefecture;Japan;Kanagawa_Prefecture;;;1982-06-28;;Japanese_people;Japanese_people;Brown;;Hitomi;Brown;;;Hayasaka, Hitomi;Hitomi Hayasaka;Hitomi Hayasaka;;;;Japan;Kanagawa_Prefecture;;Hayasaka;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Kaori Matsumoto;1965-09-02;1965-09-02;Japan;Tokyo;Japan;Tokyo;;;1965-09-02;;Japanese_people;Japanese_people;;female;Hitomi;;;;Hitomi Kobayashi;Kobayashi, Hitomi;Hitomi Kobayashi;;about 70;;Japan;Tokyo;;Kobayashi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Masami Sakashita;1969-08-17;1969-08-17;Japan;Tokyo;Japan;Tokyo;;;1969-08-17;;Japanese_people;Japanese_people;Brown;female;Hitomi;Black;;;Hitomi Kudo;Kudo, Hitomi;Hitomi Kudo;;;;Japan;Tokyo;;Kudo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Yukie Ochiai;1971-12-25;1971-12-25;Japan;Tokyo;Japan;Tokyo;;;1971-12-25;;Japanese_people;Japanese_people;Brown;female;Hitomi;Brown;;;Hitomi Shiraishi;Shiraishi, Hitomi;Hitomi Shiraishi;;;;Japan;Tokyo;;Shiraishi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;None;1986-07-18;1986-07-18;Kumamoto_Prefecture;Kumamoto Prefecture, Japan;;;;;1986-07-18;;Japanese_people;Japanese;Brown;female;Hitomi;Brown;;;Hitomi Tanaka;Tanaka, Hitomi;Hitomi Tanaka;;;;Kumamoto Prefecture, Japan;;;Tanaka;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Hollie, Holly Stevens, Mistress Hollie Stevens;1982-01-04;1982-01-04;Kansas_City,_Missouri;Kansas_City,_Missouri;United_States;;;;1982-01-04;Pornographic film actor;Caucasian;;;female;Hollie;;HollyStevens;;Hollie Stevens;Stevens, Hollie;Hollie Stevens;;172;;Kansas_City,_Missouri;;Pornographic film actor;Stevens;60
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1952-08-24;1952-08-24;San_Antonio;San_Antonio,_Texas;San_Antonio;San_Antonio,_Texas;;;1952-08-24;;;;Blue;;Holly;Reddish-Brown;356775;;Hallstrom, Holly;Holly Hallstrom;Holly Hallstrom;;;;San_Antonio;San_Antonio,_Texas;;Hallstrom;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Yvonne Davis, Holly Near, Mary Cruiser, Denise Deneuve, Holly Matthews, Betsy Waine, Betsy Ward;;;;;;;;;;;;;;female;Holly;;11569;McCall;Holly McCall;McCall, Holly;Holly McCall;;57;;;;;McCall;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Molly One, Molli Esmeralda;1965-04-12;1965-04-12;;;;;;;1965-04-12;;Italian_people;Italians;Green;male;Holly;Chestnut;HGreat;;Holly One;One, Holly;Holly One;;;;;;;One;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Lisa Marie Abato;;;Long_Island;Long_Island,_New_York;United_States;Long_Island;;;1963;American pornographic actor;Caucasian_race;Caucasian_race;;female;Holly;Blond/red;1645;HRyder;Holly Ryder;Ryder, Holly;Holly Ryder;;;;Long_Island;Long_Island,_New_York;American pornographic actor;Ryder;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Andrea Michaels;1973-09-04;;Prescott,_Arizona;United_States;Prescott,_Arizona;United_States;;;1973;American pornographic actor;Caucasian;;Blue;female;Holly;Blonde;38867;760175;Holly Sampson;Sampson, Holly;Holly Sampson;;40;;Prescott,_Arizona;United_States;American pornographic actor;Sampson;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1981-07-04;1981-07-04;Jamaica,_Queens;New_York_City;Jamaica,_Queens;New_York_City;;;1981-07-04;;Caucasian;;Blue;female;Holly;Blonde;45914;;Holly Sweet;Sweet, Holly;Holly Sweet;;33;;Jamaica Queens,NY;;;Sweet;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Holly Wallen;1986-07-04;1986-07-04;England;Wigan;England;Wigan;;;4;English actor;English_people;English_people;Blue;female;Holly;Brunette;34748;HollyWellin;Holly Wellin;Wellin, Holly;Holly Wellin;;335;;England;Wigan;English actor;Wellin;55.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-03-19;1980-03-19;Long_Beach,_California;USA;United_States;Long_Beach,_California;;;1980-03-19;American actor;Caucasian/Latin;;;female;Holly;Brown;HollyWest;;Holly West;West, Holly;Holly West;;115;;Long_Beach,_California;USA;American actor;West;49.896
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Jackson St. Louis;1950-11-26;;Texas;United_States;Texas;United_States;;;1950;American pornographic actor;Caucasian_race;Caucasian_race;Brown;female;Honey;Brown_hair;4935;Wilder;Honey Wilder;Wilder, Honey;Honey Wilder;;94;;Texas;United_States;American pornographic actor;Wilder;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1961-01-07;1960-01-07;;;;;China;People's_Republic_of_China;1961-01-07;Actor;;;;;;;;;Ang Hwee Hong;Hong Huifang;Ang Hwee Hong;Hong Huifang;;Actor;;;Actor;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1983-06-20;1983-06-20;Japan;Tarumizu,_Kagoshima;Japan;Tarumizu,_Kagoshima;;;1983-06-20;;Japanese_people;Japanese_people;Brown;;;Brown;;;Honoka;Honoka;;;;;Japan;Tarumizu,_Kagoshima;;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anna Akizuki;1983-10-25;1983-10-25;Osaka;Osaka, Japan;;;;;25;Model, AV idol;Japanese_people;Japanese_people;;;Hotaru;;;;Akane, Hotaru;Hotaru Akane;Hotaru Akane;;;;Osaka, Japan;;Model, AV idol;Akane;45.0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-02-21;1970-02-21;Fukushima_Prefecture;Japan;Fukushima_Prefecture;Japan;;;1970-02-21;;Japanese_people;Japanese_people;;;Hotaru;;372049;;Hazuki, Hotaru;Hotaru Hazuki;Hotaru Hazuki;;;;Fukushima_Prefecture;Japan;;Hazuki;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1917-11-29;1917-11-29;China;Tianjin;China;Tianjin;China;People's_Republic_of_China;1917-11-29;Comedian and stage actor;;;;;Baolin;;;;Hou Baolin;Hou, Baolin;Baolin Hou;Hou Baolin;;Xiangsheng;China;Tianjin;Comedian and stage actor;Hou;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1948-07-17;1948-07-17;Beijing;Beijing;China;;China;People's_Republic_of_China;1948-07-17;Chinese xiangsheng actor;;;;;Yaowen;;;;Hou Yaowen;Hou, Yaowen;Hou Yaowen;Hóu Yàowén;;Xiangsheng;Beijing;;Chinese xiangsheng actor;Hou;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1967-02-23;1967-02-23;China;Jiangsu;Lianyungang;People's_Republic_of_China;China;People's_Republic_of_China;23;;;;;;Yong;;2812610;;Hou Yong;Hou, Yong;Hau4 Jung5;Hou Yong;;Actor;China;Jiangsu;;Hou;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1969-03-24;1969-03-24;Long_Beach,_California;U.S.;United_States;Long_Beach,_California;;;1969-03-24;American pornographic actor;USA;United_States;Blue;female;;Blonde;306;Houston;Houston;Houston;Houston(Porn Star);;;;Long_Beach,_California;U.S.;American pornographic actor;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Monkey;1958-01-01;1958-01-01;Meixian_Kwangtung_Province;Meixian_Kwangtung_Province;;;China;People's_Republic_of_China;1;;;;;;Ho;;386767;;Hsiao_Ho;Xiao_He;Hsiao Hou;Hsiao, Ho;;Actor, martial artist, acrobat, action director, action choreographer, Shaw Brothers/Chinese Opera star;Meixian_Kwangtung_Province;;;Hsiao;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;R. Chord;1987-04-15;1987-04-15;Nantou;Nantou;Taiwan;Puli_Township;China;People's_Republic_of_China;1987-04-15;;;;;;;;;;A Chord;Hsie He-Hsian;A Chord;Hsie He-Hsian;;Actor;Nantou;;;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1907-01-01;1907;China;Shanghai;China;Shanghai;China;People's_Republic_of_China;1907-01-01;Actor;;;;;Die;;398872;;Hu Die;Hu, Die;Die Hu;Hu Die;;Actor;China;Shanghai;Actor;Hu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Dahu, Humao, Hu Xiaobai, Laohu, Maomao, Maoge, Gege, Hu Mama;1982-09-20;;China;People's_Republic_of_China;Shanghai;Shanghai, China;China;People's_Republic_of_China;1982;;Han_Chinese;;;;Ge;;;;Hu Ge;Hu, Ge;Ge Hu;Hu Ge;;Actor, singer;China;People's_Republic_of_China;;Hu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1968-03-18;1968-03-18;Beijing;China;Beijing;China;China;People's_Republic_of_China;1968-03-18;;;;;;Jun;;432425;;Hu Jun;Hu, Jun;Jun Hu;Hu Jun;;Actor;Beijing;China;;Hu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Pat, Pat Wee, Ticko, Acting Queen, Ling, Panjang;1969-03-07;1969-03-07;Singapore;Singapore;;;China;People's_Republic_of_China;7;Singaporean television actress;;;;;Biren;;;;Huang Biren;Huang, Biren;MediaCorp Star Awards Best Actress;Biren Huang;;Actress;Singapore;;Singaporean television actress;Huang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1974-08-26;1974-08-26;Qingdao;Shandong;Qingdao;Shandong;China;People's_Republic_of_China;1974-08-26;;;;;;Bo;;;;Huang Bo;Huang, Bo;Bo Huang;Huang Bo;;Actor;Qingdao;Shandong;;Huang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Eva Huang;1983-02-11;;China;Shanghai;China;Shanghai;China;People's_Republic_of_China;1983;;;;;;Shengyi;;;;Huang Shengyi;Huang, Shengyi;Huang Shengyi;Huáng Shèngyī;;Actress, model, singer, producer, CEO;China;Shanghai;;Huang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1952-07-25;1950-07-25;Malaysia;Malaysia;;;China;People's_Republic_of_China;25;;;;;;Wenyong;;;;Huang Wen Yong;Huang, Wenyong;Huang Wen Yong;Wenyong Huang;;Actor;Malaysia;;;Huang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Xiaoming Huang;1977-11-13;1977-11-13;Qingdao;Shandong;Qingdao;Shandong;China;People's_Republic_of_China;1977-11-13;;;;;;Xiaoming;;2119781;;Huang Xiaoming;Huang, Xiaoming;Xiaoming Huang;Huang Xiaoming;;Actor, singer, model;Qingdao;Shandong;;Huang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Crystal Huang, Betty Huang;1979-09-13;1979-09-13;China;People's_Republic_of_China;Shanghai;Shanghai, China;China;People's_Republic_of_China;1979-09-13;;;;;;Yi;;;;Huang Yi;Huang, Yi;Huang Yi;Huáng Yì;;Actress, singer;China;People's_Republic_of_China;;Huang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Xiong Xinxin;1965-02-25;1965-02-25;China;Guangxi;Guangxi_Province;China;China;People's_Republic_of_China;25;Actor;;;;;Yan-yan;;944578;;Hung Yan-yan;Hung, Yan-yan;Xin Xin Xiong;Hung Yan-yan;;Action_director;China;Guangxi;Actor;Hung;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Huo Siyan (霍思彥), Yanyan (燕燕);1981-10-23;1981-10-23;Beijing;China;Beijing;China;China;People's_Republic_of_China;1981-10-23;;;;;;Siyan;;;;Huo Siyan;Huo, Siyan;Fok3 Si1-jin3;Huo Siyan;;Actress;Beijing;China;;Huo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Hyapatia, Hypatia;1960-11-11;;Indianapolis;Indianapolis,_Indiana;Indianapolis, Indiana, U.S.;;;;1960;American pornographic actor;Cherokee;Irish_people;Brown;female;Hyapatia;Black_hair;242;497412;Hyapatia Lee;Lee, Hyapatia;Hyapatia Lee;;2;;Indianapolis, Indiana, U.S.;;American pornographic actor;Lee;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Jingtao Wu;1997-04-09;1997-04-09;Hong_Kong;;;;China;People's_Republic_of_China;9;;;;;;Ian Iskandar;;2175489;;Gouw, Ian Iskandar;Ian Gouw;King-to Ng;Ian Gouw;;Actor;Hong_Kong;;;Gouw;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Ian Scott, Yann Scott, Yann Nickeur, Martin Kaliff;1973-02-06;;France;France;;;;;1973;;France;French, Caucasian;Blue;;Ian;Dark Blond;;;Ian Scott;Scott, Ian;Ian Scott;;;;France;;;Scott;79.38
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1978-10-19;1978-10-19;Holstebro;Holstebro;;;;;19;;;;;;Iben;;;;Dorner, Iben;Iben Dorner;;;;Actor, Voice artist;;;;Dorner;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Ice, Ice D'Angelo, Ice DeAngelo, Angelique, Paola, Maria;1983-02-28;1983-02-28;Florida;Miami;United_States;Florida;;;1983-02-28;American pornographic actor;Hispanic;;Brown;female;Ice;Black;31958;IcedAngelo;Ice La Fox;La Fox, Ice;Ice La Fox;;243;;Florida;Miami;American pornographic actor;La Fox;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Lin mui ();1960-03-25;1960-03-25;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;25;;;;;;Idy;;;;Chan, Idy;Idy Chan;Chan4 Yuk6 Lin4;Chén Yùlián;;Actor;Hong_Kong;;;Chan;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1967-07-10;1967-07-10;Japan;Kagoshima;Japan;Kagoshima;;;1967-07-10;;Japanese_people;Japanese_people;;;Ikki;;;;Ikki Sawamura;Sawamura, Ikki;Ikki Sawamura;;;;Japan;Kagoshima;;Sawamura;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Cicciolina;1951-11-26;;Budapest;Hungary;Budapest;Hungary;;;1951;;;;Blue;female;Ilona;"Blonde; originally Brown";4869;Cicciolina;Ilona Staller;Staller, Ilona;Ilona Staller;;38;;Budapest;Hungary;;Staller;
